S. No.,State,Destination,LATITUDE,LONGITUDE,CULTURAL_IMPORTANCE
35,West Bengal,Digha/Mandermoni,21.6222,87.5186,"Digha and Mandarmani are popular seaside resort towns in West Bengal, known for their long sandy beaches, vibrant local markets, and seafood cuisine. These destinations are culturally significant for their role in promoting beach tourism in Bengal, hosting traditional festivals, and serving as weekend retreats for people from Kolkata and neighboring regions."
35,West Bengal,Siliguri,26.7164127,88.4309916,"Siliguri , also known as Shiliguri, is a major tier-II city in West Bengal. It forms the Twin Cities with the neighbouring city of Jalpaiguri. The city spans areas of the Darjeeling and Jalpaiguri districts in the Indian state of West Bengal. Known as the ""Gateway of Northeast India"", Siliguri is popular for three Ts: Tea, Timber and Tourism. It is located on the banks of the Mahananda in the foothills of the Himalayas. Siliguri is the third largest urban... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Siliguri)"
35,West Bengal,Shantiniketan,23.682708,87.6880296,"Shantiniketan is a neighbourhood of Bolpur town in the Bolpur subdivision of Birbhum district in West Bengal, India, approximately 152 km north of Kolkata. It was established by Maharshi Devendranath Tagore, and later expanded by his son, Rabindranath Tagore whose vision became what is now a university town with the creation of Visva-Bharati. It is also the birthplace of Amartya Sen, an Economist, Philosopher, & Nobel Laureate It was inscribed on the UNESCO World Heritage L... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Shantiniketan)"
35,West Bengal,Tarakeswar,22.8823987,88.0142006,"Tarakeswar is a famous sacred city and a municipality in Hooghly district in the Indian state of West Bengal. Tarakeswar is called ""Baba Dham"" or ""The city of Shiva"". It is one of the major tourist and holy place of West Bengal as well as India. Tarakeswar is a place of pilgrimage of Lord Shiva sect in West Bengal 58 kilometres away from State Capital Kolkata.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Tarakeswar)"
35,West Bengal,Tarapith,24.1151986,87.7968683,"Tarapith is a town and Hindu pilgrimage site located in Rampurhat subdivision of Birbhum district of the Indian state of West Bengal. The town is particularly known for the Tarapith Temple and its adjoining Hindu crematory ground. The tantric Hindu temple is dedicated to the goddess Tara. Tarapith is also famous for Tantric saint Bamakhepa, who worshipped in the temple and resided in the cremation grounds. His ashram is also located in bank of Dwaraka river and close to the Tara temple.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Tarapith)"
35,West Bengal,Gangasagar,21.6596899,88.0778598,"Gangasagar is a village and pilgrimage site on Sagar Island, West Bengal, where the Ganges River meets the Bay of Bengal. It is culturally significant for the annual Gangasagar Mela, one of the largest religious gatherings in India, where pilgrims take a holy dip and offer prayers at the Kapil Muni Temple."
35,West Bengal,Murshidabad,24.1745993,88.2721335,"Murshidabad district is a district in the Indian state of West Bengal. Situated on the left bank of the river Ganges, the district is very fertile. Covering an area of 5,341 km2 and having a population 7.103 million , it is a densely populated district and the ninth most populous in India . Berhampore city is the headquarters of the district. The Murshidabad city, which lends its name to the district, was the seat of power of the Nawabs of Beng... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Murshidabad_district)"
35,West Bengal,Nabadwip/Mayapur,23.4393087,88.3931099,"Nabadwip and Mayapur are twin towns in West Bengal, renowned as the birthplace of Chaitanya Mahaprabhu, a key figure in the Bhakti movement. The area is a major center for Vaishnavism, attracting pilgrims from around the world for its temples, religious festivals, and the headquarters of the International Society for Krishna Consciousness (ISKCON)."
35,West Bengal,Darjeeling,27.0377554,88.263176,"Darjeeling is a city in the northernmost region of the Indian state of West Bengal. Located in the Eastern Himalayas, it has an average elevation of 2,045 metres . To the west of Darjeeling lies the easternmost province of Nepal, to the east the Kingdom of Bhutan, to the north the Indian state of Sikkim, and farther north the Tibet Autonomous Region region of China. Bangladesh lies to the south and southeast, and most of the state of We... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Darjeeling)"
35,West Bengal,Sankarpur,22.1680569,88.3070746,"Sankarpur is a coastal village in West Bengal known for its pristine beaches, fishing communities, and tranquil environment. It is culturally important for its traditional fishing practices, local seafood cuisine, and as an emerging destination for beach tourism."
35,West Bengal,Howrah,22.5736296,88.3251045,"Howrah is a city in the Indian state of West Bengal. Howrah is located on the western bank of the Hooghly River, opposite to its twin city of Kolkata. Administratively Howrah lies within Howrah district and is the headquarters of the Howrah Sadar subdivision; it is also part of the area covered by Kolkata Metropolitan Development Authority . Howrah is an important industrial and transportation hub, and is also a gateway to Kolkata (and... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Howrah)"
35,West Bengal,Bakreswar,23.8300338,87.4523156,"Bakreswar is a town in Birbhum district, West Bengal, famous for its hot springs and the Bakreswar Temple dedicated to Lord Shiva. The site is culturally significant for its religious festivals, traditional healing practices, and as a pilgrimage destination for devotees."
35,West Bengal,Malda,25.0057449,88.1398483,"English Bazar, also known as Malda, is a city in Malda district the Indian state of West Bengal. It is the sixth largest city in West Bengal. Under the Malda Metropolitan Area, it is the capital of both the Malda district and the Malda division of West Bengal. It is made up of two municipalities: English Bazar Municipality and Old Malda Municipality. The city is situated along the banks of the Mahananda River. Malda was an underdeveloped city that grew from 1925 to 1930. T... [Read more on Wikipedia](https://en.wikipedia.org/wiki/English_Bazar,_West_Bengal)"
35,West Bengal,Burdwan,23.2495714,87.8681751,"Bardhaman or Burdwan, officially Bardhaman Sadar, is a city and municipality in the state of West Bengal, India. It is the headquarters of Purba Bardhaman district, having become a district capital during the period of British rule.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bardhaman)"
35,West Bengal,Durgapur,23.5350475,87.3380425,"Durgapur , is an industrial hub and a planned urban agglomeration in the Indian state of West Bengal. It is stands on the northern bank of the Damodar river and located in Paschim Bardhaman district. Durgapur is a major centre for producing steel and manufacturing train wheels in India. Over the past few years, this city has also been developed as a hub for the IT industry in India. The city was planned by Dr. Bidhan Chandra Roy, Joseph Allen Stein and Benjamin... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Durgapur)"
35,West Bengal,Cooch Behar,26.2559197,89.4201143,"Cooch Behar , also known as Koch Bihar, is a city in the Indian state of West Bengal and it stands on bank of the Torsa river. The city is the headquarters of the Cooch Behar district. During the British Raj, Cooch Behar was the seat of the princely state of Koch Bihar. In the North Bengal region, the only planned city with royal heritage is Cooch Behar. The city is a popular tourist destination and cultural hub in Bengal.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Cooch_Behar)"
35,West Bengal,"Gour, Pandu and Adina",25.0033,88.1433,"Gour, Pandua, and Adina are historic sites in Malda district, West Bengal, known for their medieval ruins, ancient mosques, and temples. These sites are culturally significant for their architectural heritage, reflecting the region's role as a former capital of Bengal and a center for Islamic and Hindu art and culture."
35,West Bengal,Haidia,21.8572,88.1106,"Haidia is a village in West Bengal, known for its traditional rural lifestyle, local festivals, and proximity to the Sundarbans. The area reflects the cultural heritage of the delta region, with influences from fishing communities and folk traditions."
35,West Bengal,Jaydev-Kenduli,23.6553,87.5292,"Jaydev-Kenduli is a village in Birbhum district, West Bengal, famous as the birthplace of the poet Jayadeva, author of the Gita Govinda. It is culturally significant for its annual Baul Mela, celebrating Bengal's folk music, spiritual traditions, and Vaishnavite heritage."
35,West Bengal,Jairambati,22.9132,87.6722,"Joyrambati is a village, in the jurisdiction of Kotulpur police station in the Bishnupur subdivision in Bankura district, West Bengal, India.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Jayrambati)"
35,West Bengal,Bishnupur,23.0757335,87.3146343,"Bishnupur is a city and a municipality in Bankura district, West Bengal, India. It has terracotta temples built by the Malla rulers, historic Radha Krishna temples built during 1600–1800 CE and the Baluchari sarees. In 1997 the temples of Bishnupur were placed on the UNESCO World Heritage Site's Tentative list.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bishnupur_(West_Bengal))"
35,West Bengal,Dimond Harbour,22.1907,88.1818,"Diamond Harbour is a town in South 24 Parganas district, West Bengal, located at the confluence of the Hooghly River and the Bay of Bengal. It is culturally significant as a river port, known for its colonial history, scenic views, and as a gateway to the Sundarbans."
35,West Bengal,Kamarpukur,22.898511,87.6574438,"Kamarpukur is a village in the Goghat II CD block in the Arambag subdivision of the Hooghly District in West Bengal state of India. It is the birthplace of Sri Ramakrishna. It is the block headquarters of the Goghat –II community development block.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kamarpukur)"
35,West Bengal,Asansol,23.6871297,86.9746587,"Asansol is a city in the Indian state of West Bengal. It is the second largest city in West Bengal. It is the 33rd largest urban agglomeration in India by population. Asansol is the district headquarters of Paschim Bardhaman district. According to a 2010 report released by the International Institute for Environment and Development, a UK-based policy research non-governmental body, Asansol was ranked 11th among Indian cities and 42nd in the world in its list of 100 fastest-growing cities. Asanso... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Asansol)"
35,West Bengal,Chandannagar,22.8639237,88.3703496,"Chandannagar ]), also known by its former names Chandannagore and Chandernagor , is a city in the Hooghly district in the Indian state of West Bengal. It is headquarter of the Chandannagore subdivision and is a part of the area covered by Kolkata Metropolitan Development Authority . Located on the western bank of Hooghly River, the city was one of the five settlements of French India. Indo-French architecture is seen in the colonia... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Chandannagar)"
35,West Bengal,Mukutmonipur,23.2122,86.7651,"Mukutmanipur is a village in Bankura district of West Bengal, India. It is located at the confluence of the Kangsabati and Kumari rivers close to the Jharkhand border.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mukutmanipur)"
35,West Bengal,Matihan,25.2372,87.8672,"Matihan is a village in West Bengal, representative of the rural cultural landscape of the region. It is known for its traditional festivals, folk music, and agricultural practices that reflect the heritage of Bengal's countryside."
35,West Bengal,Madarihat (Jaldapara),26.6997,89.2766,"Madarihat is a town near Jaldapara National Park in West Bengal, famous for its proximity to the wildlife sanctuary known for Indian one-horned rhinoceros. The area is culturally significant for its indigenous communities, traditional crafts, and as a center for eco-tourism."
35,West Bengal,Bankura,23.132377,87.2081925,"Bankura is a city and a municipality in the state of West Bengal, India. It is the headquarters of the Bankura district.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bankura)"
35,West Bengal,Krishnagar,23.4011,88.5011,"Krishnanagar is a city and a municipality in the Indian state of West Bengal. It is the headquarters of the Nadia district.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Krishnanagar,_West_Bengal)"
35,West Bengal,Bakkhali,21.5607689,88.2673165,"Bakkhali is a village within the jurisdiction of the Namkhana police station in the Namkhana CD block in the Kakdwip subdivision of the South 24 Parganas district in the Indian state of West Bengal.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bakkhali)"
35,West Bengal,Raignj (Kulik),25.6154,88.1248,"Raiganj, also known as Kulik, is a town in Uttar Dinajpur district, West Bengal, famous for the Kulik Bird Sanctuary. The area is culturally significant for its biodiversity, local festivals, and as a center for birdwatching and environmental awareness."
35,West Bengal,Malbazar,26.8658935,88.7373863,"Malbazar, also known as Mal, is a town and a municipality in Jalpaiguri district in the state of West Bengal, India. It is the headquarters of the Malbazar subdivision. It lies about 65 km from Jalpaiguri and 55 km from Siliguri. It lies on the bank of river Neora.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Malbazar)"
35,West Bengal,Sajnekhali/Sunderbans,22.1116,88.7965,"Sajnekhali is a region in the Sundarbans, West Bengal, known for its wildlife sanctuary and mangrove forests. It is culturally important for its association with the traditional livelihoods of local communities, conservation of the Royal Bengal Tiger, and as a UNESCO World Heritage Site."
35,West Bengal,Gadiara,22.2224941,88.0474157,"Gadiara is a village in the Howrah District of West Bengal, India. It is the point of confluence of the Rupnarayan and the Hoogli river.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Gadiara)"
35,West Bengal,Chinsurah,22.8854687,88.3837126,"Hugli-Chuchura , also known by its former names Chinsurah or Hooghly-Chinsurah, is a city of Hooghly district and the district headquarters of Hooghly division in the Indian state of West Bengal. It is one of the densely populated cities of West Bengal. It lies on the bank of Hooghly River, 35 km north of Kolkata, the state capital. It is located in the district of Hooghly and is home to the district headquarters. Chuchura houses the Commissioner of the Burdwan Range... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Hugli-Chuchura)"
35,West Bengal,Kalna,23.2211183,88.3591889,"Kalna or Ambika Kalna is a town in the Purba Bardhaman district of West Bengal, India. It is the headquarter of the Kalna subdivision, situated on the western bank of the Bhāgirathi river. The town is more popularly known as Ambika Kalna, named after the goddess Kali, Maa Ambika. It has numerous historical monuments, such as the Rajbari , and 108 Shiva temples. The city of Kalna is 60 kilometres from Bardhaman.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kalna_City)"
35,West Bengal,Basirhat-Taki,22.642647,88.8933417,"Basirhat and Taki are towns in North 24 Parganas district, West Bengal, located along the Ichamati River near the Bangladesh border. They are culturally significant for their communal harmony, traditional festivals, and as gateways to the Sundarbans region."
35,West Bengal,Rasik Beel,26.4122,89.5532,"Rasik Beel is a large wetland in Cooch Behar district, West Bengal, known for its rich biodiversity and as a birdwatching destination. The area is culturally important for its role in supporting local fishing communities and promoting eco-tourism."
35,West Bengal,Chalsa,26.8821508,88.7982502,"Chalsa is a town in Jalpaiguri district, West Bengal, located at the foothills of the Himalayas. It is culturally significant for its tea gardens, proximity to Gorumara National Park, and as a center for indigenous tribal communities and eco-tourism."
35,West Bengal,Frazarganj,21.5632,88.2645,"Frazerganj is a coastal village in South 24 Parganas district, West Bengal, known for its serene beaches, fishing communities, and as a gateway to the Sundarbans. The area is culturally important for its traditional livelihoods and local festivals."
35,West Bengal,Barrackpore,22.7641623,88.3776088,"Barrackpore , also known as Barrackpore,is a city and municipality in North 24 Parganas district in the Indian state of West Bengal. It is the headquarters of the Barrackpore subdivision. The city is a part of the area covered by Kolkata Metropolitan Development Authority .... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Barrackpore)"
35,West Bengal,Palassey,23.5986,88.2507,"Palassey (Plassey) is a village in Nadia district, West Bengal, historically significant as the site of the Battle of Plassey in 1757, which marked the beginning of British colonial rule in India. The area is culturally important for its historical monuments and annual commemorations."
35,West Bengal,Antpur,22.7743811,88.0545221,"Antpur is a village in the Jangipara community development block of the Srirampore subdivision in the Hooghly District in the Indian state of West Bengal. It is around 20 kilometres from Tarakeswar. The nearest railway station is Haripal. Antpur is famous for its Boro Maa Kali Puja every year on Bhoot Chaturdashi tithi, when lakhs of devotees gather in the village for the festival.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Antpur)"
35,West Bengal,Kalimpong,27.0702869,88.4723676,"Kalimpong is a town and the headquarters of an eponymous district in the Indian state of West Bengal. It is located at an average elevation of 1,250 metres . The town is the headquarters of the Kalimpong district. The region comes under Gorkhaland Territorial Administration which is an autonomous governing body within the state of West Bengal. The Indian Army's 27 Mountain Division is located on the outskirts of the city. Kalimpong is known for its educational institutions, many of whi... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kalimpong)"
35,West Bengal,Phalut,27.208077,88.0156369,"Phalut is a mountain peak in the Singalila Ridge, Darjeeling district, West Bengal, and is the second highest peak in the state. It is culturally significant for its association with indigenous Lepcha and Sherpa communities, trekking traditions, and panoramic views of the Himalayas."
35,West Bengal,Sandakphu,27.1044365,88.000482,"Sandakphu or Sandakpur at 3,636 m is a mountain peak in the Singalila Ridge on the border between India and Nepal. It is the highest point of the ridge and of the state of West Bengal, India. The peak is located at the edge of the Singalila National Park and has a small village on the summit with a few hotels. Four of the five highest peaks in the world, Everest, Kangchenjunga, Lhotse and Makalu can be seen from its summit. It also affords a pristine view of the entire Kangchenjunga... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Sandakphu)"
35,West Bengal,Mirik,26.8881872,88.1888396,"Mirik is a small town and a Notified Area of Darjeeling district in the state of West Bengal, India. It is the headquarters of the Mirik subdivision. The name Mirik comes from the Lepcha words Mir-Yok meaning ""place burnt by fire"".... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Mirik)"
35,West Bengal,Kurseong,26.8818268,88.2783637,"Kurseong is a town and a municipality in Darjeeling district in the Indian state of West Bengal. It is the headquarters of the Kurseong subdivision. Located at an altitude of 1,482.55 metres , Kurseong is 32 kilometres from Darjeeling and has a pleasant climate throughout the year. Kurseong is 34 kilometres from Siliguri and is connected to the city by road and the Darjeeling Himalayan Railway. The... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kurseong)"
35,West Bengal,Jhargram,22.4538505,86.9949477,"Jhargram is a city and a municipality in the Indian state of West Bengal. It is the headquarters of the Jhargram district. It is a popular tourist destination known for its forests, ancient temples and royal palaces.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Jhargram)"
35,West Bengal,Lolegaon,27.0204132,88.5650162,"Loleygaon is a village lying on NH 717A in the Kalimpong II CD block in the Kalimpong Sadar subdivision of the Kalimpong district in the Indian state of West Bengal.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Loleygaon)"
35,West Bengal,Lava,27.0859992,88.6604941,"Lava is a town in the Kalimpong II CD block in the Kalimpong subdivision of the Kalimpong district in the Indian state of West Bengal. As it lies in the high altitude, so it is also visible from high altitude towns and villages of East Sikkim, high areas of Bhutan and also from Pakyong Airport. The climate of the town is usually very cold because of high altitude making it a perfect place for tourists during summer season.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Lava,_West_Bengal)"
35,West Bengal,Rishop,27.0706,88.6132,"Rishyap is a village in the Kalimpong II CD block in the Kalimpong subdivision of the Kalimpong district in the Indian state of West Bengal. Rishyap was developed as a tourist destination in 1998. There are many myths and legends associated with the name Rishyap - Ri stands for mountain peak and shop means age-old trees in Tibetan.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Rishyap)"
35,West Bengal,Panchakot,23.6475085,86.8174076,"Panchakot is a region in Purulia district, West Bengal, known for the ruins of the Panchakot Raj, ancient temples, and scenic hills. It is culturally significant for its historical monuments, tribal communities, and traditional festivals."
35,West Bengal,Ayadhaya Hill,23.4858,86.6967,"Ayodhya Hill is a prominent hill range in Purulia district, West Bengal, known for its natural beauty, tribal culture, and as a center for adventure tourism. The area is culturally important for its indigenous communities, folk traditions, and local festivals."
35,West Bengal,Duarseni,22.9512,86.7567,"Duarsini is a village near the West Bengal-Jharkhand border, known for its dense forests, tribal communities, and eco-tourism. The area is culturally significant for its Santhal and Munda tribal heritage, traditional music, and folk dances."
